Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
9.22,7.0,0.84,0.506,F6/F7V,18.445492,Giant
7.6,5.09,0.87,1.061,K0III-IV,16.133589,Giant
9.16,5.5,1.38,0.504,F3/F5V,17.861813,Giant
6.55,16.95,0.76,0.281,F0III,17.69585,Dwarf
8.47,6.26,1.19,0.28,A0III/IV,17.452873,Giant
8.96,8.71,1.43,0.488,F5/F6V,18.660091,Giant
6.99,29.19,1.6,0.576,F8V,19.31617,Giant
5.99,6.91,0.87,-0.024,B9.5Vn,15.187389,Giant
5.76,35.25,0.79,0.683,G4IV,18.495796,Giant
8.14,4.61,0.94,0.086,A1V,16.458504,Giant
8.86,4.69,0.81,-0.01,B9V,17.215864,Giant
8.7,6.36,1.06,0.506,F7V,17.717285,Giant
7.64,4.31,0.85,0.833,G3/G5IV,15.812386,Giant
9.11,17.37,1.27,0.577,G3V,20.308998,Giant
8.12,3.53,1.27,1.202,K1III,15.858873,Dwarf
7.12,11.32,0.93,0.508,F7V,17.389233,Giant
9.05,11.66,1.44,0.566,F7V,19.383492,Giant
7.88,1.07,1.1,1.55,K2/K3III,13.026918,Dwarf
7.89,1.33,0.75,1.542,K5III:,13.509258,Dwarf
7.16,1.07,0.98,-0.098,B4V:ne,12.306919,Giant
7.13,5.27,0.92,0.042,A1V,15.739053,Giant
8.01,39.73,1.03,0.929,K3V,21.005594,Giant
8.69,3.74,1.25,0.216,B9IV,16.554358,Giant
9.67,3.44,1.56,0.306,A9V,17.35279,Giant
6.61,9.68,0.8,1.043,K0III,16.539377,Dwarf
6.88,1.03,0.71,1.32,G5Ib:,11.944186,Dwarf
8.16,1.83,1.03,-0.034,B8V,14.472256,Giant
6.02,11.01,0.45,-0.023,A0V,16.228937,Giant
10.0,11.52,2.2,0.74,G8IV/V,20.307262,Giant
10.1,0.81,1.64,-0.051,B9IV/V,14.642426,Giant
9.13,-0.16,2.16,0.133,F6V,10.1506,Giant
8.49,2.6,0.7,0.364,F0III,15.564867,Dwarf
7.52,14.59,0.86,0.441,F5V,18.340277,Giant
7.65,44.93,0.73,0.946,K3V,20.912682,Giant
3.88,17.89,1.26,-0.029,B9V,15.143051,Giant
6.94,5.42,0.83,0.013,B9V,15.609997,Giant
10.31,44.75,1.58,1.316,K7V,23.563965,Giant
8.49,-0.33,1.04,-0.127,B8V,11.082569,Giant
9.1,2.77,1.29,0.187,A7IV/V,16.3124,Giant
9.4,2.86,1.1,1.191,K2III:,16.68183,Dwarf
7.72,5.26,0.72,0.209,A5V,16.324928,Giant
7.49,4.81,1.05,1.24,K2III-IV,15.900725,Giant
8.61,1.42,0.77,1.211,K1III,14.371441,Dwarf
9.47,18.64,1.57,0.785,G8/K0V,20.82223,Giant
9.02,6.78,1.71,0.395,F5V,18.17615,Giant
9.17,3.53,1.01,0.957,K0III/IV,16.908875,Giant
8.75,4.11,1.32,1.324,K2III:,16.81921,Dwarf
10.15,4.94,2.04,0.615,F5V,18.618635,Giant
6.45,5.59,0.5,1.348,K3III,15.187059,Dwarf
8.38,6.36,0.95,0.405,F2V,17.397285,Giant
7.72,1.18,0.81,1.547,K4III,13.079411,Dwarf
6.94,9.78,0.71,1.001,K0III/IV,16.891695,Giant
6.45,0.03,0.62,1.392,K2III,3.835606,Dwarf
9.82,6.85,3.94,0.714,G3V,18.998451,Giant
7.88,17.36,0.72,0.652,G4IV,19.077747,Giant
5.57,6.87,0.86,1.594,M2III,14.754784,Dwarf
8.32,5.09,1.36,1.195,K2III,16.853588,Dwarf
9.4,8.99,1.06,0.559,F6V,19.168798,Giant
8.3,0.23,1.22,0.014,B9IV,10.10864,Giant
8.15,6.35,0.75,0.418,F3IV,17.163868,Giant
8.55,13.91,1.28,0.63,G3V,19.266636,Giant
9.34,1.06,1.0,0.943,G8III/IV,14.46653,Giant
8.66,9.0,1.11,0.66,G0V,18.431213,Giant
8.94,0.09,1.21,0.63,B1III,8.711212,Dwarf
8.0,2.88,0.89,-0.093,B8III,15.296963,Dwarf
6.29,39.64,0.56,0.676,G8V,19.280666,Giant
7.78,2.61,1.2,0.057,B9IV,14.863203,Giant
9.54,10.72,1.04,0.664,G3IV,19.690975,Giant
9.65,3.34,1.38,0.801,G5V,17.268732,Giant
9.08,4.95,0.87,1.082,K1II/III,17.553024,Dwarf
7.75,2.73,0.91,1.399,K4III,14.930814,Dwarf
8.88,0.9,1.15,0.983,G5/G6IV/V,13.651213,Giant
8.89,5.21,1.14,0.402,F2V,17.47419,Giant
8.61,3.75,1.05,1.379,K2III,16.480156,Dwarf
9.09,7.83,1.14,0.584,G2V,18.55881,Giant
6.54,15.31,0.83,0.469,F7V,17.464874,Giant
7.89,2.04,0.66,0.049,A1V,14.43815,Giant
4.36,13.57,0.57,0.024,A0IV,15.0229,Giant
7.62,7.52,1.16,0.211,A2/A3III,17.00109,Dwarf
7.55,2.82,0.97,1.069,K0III,14.801246,Dwarf
6.85,5.15,0.6,1.223,K2III,15.409037,Dwarf
8.17,3.12,1.01,1.048,K0III,15.640773,Dwarf
7.78,15.26,1.03,0.563,F8/G0V,18.697773,Giant
9.43,1.84,1.08,0.934,G8V,15.754089,Giant
8.75,6.62,1.02,0.481,F5V,17.85429,Giant
7.83,9.21,0.69,0.471,F5V,17.651299,Giant
8.31,4.47,1.19,0.297,A9III,16.561539,Dwarf
6.49,13.89,1.2,0.311,A8V,17.20351,Giant
9.52,8.72,2.36,0.541,F5V,19.222584,Giant
8.87,9.28,2.04,0.4,F6V,18.70774,Giant
8.7,6.85,0.86,0.715,G3IV,17.878452,Giant
8.42,1.79,1.24,1.54,M1III,14.684265,Dwarf
8.07,5.49,1.04,0.308,A9V,16.76786,Giant
8.12,9.86,0.86,0.379,F0V,18.089386,Giant
8.18,10.06,1.03,0.386,F0V,18.19299,Giant
4.02,67.71,0.75,0.334,F0IV/V,18.173264,Giant
7.57,0.81,0.77,0.281,A6IV/V,12.112425,Giant
8.67,2.0,0.87,1.032,G8III,15.17515,Dwarf
4.25,21.03,0.78,0.224,A4IV,15.864197,Giant
7.34,1.9,0.88,1.697,M1/M2III,13.733768,Dwarf
7.98,2.34,1.12,1.583,K2/3III:+B/A,14.826079,Dwarf
8.65,7.78,0.71,0.43,F5IV/V,18.104897,Giant
7.21,5.51,0.6,-0.05,B9V,15.915758,Giant
8.18,18.68,1.04,0.661,G3V,19.536884,Giant
8.65,5.13,1.14,0.511,F2V,17.200586,Giant
7.55,5.12,0.82,0.163,A1IV,16.096352,Giant
5.65,10.26,0.59,0.121,A4V,15.705738,Giant
9.74,-0.05,3.01,0.215,B8/B9IV,8.23485,Giant
7.23,7.86,0.74,0.401,F3V,16.707113,Giant
9.25,4.89,1.39,0.536,F7V,17.696545,Giant
6.36,24.83,0.56,0.486,F6V,18.334883,Giant
10.05,9.1,1.47,0.643,G3/G5V,19.845207,Giant
7.86,3.51,0.98,0.059,A3III,15.586536,Dwarf
7.45,4.13,0.87,0.634,K0/K1III+..,15.52975,Dwarf
8.11,11.2,1.04,0.43,F3V,18.35609,Giant
8.17,13.78,0.86,0.649,G2V,18.866247,Giant
7.68,2.46,0.66,-0.077,B8V,14.634676,Giant
8.82,0.16,1.29,1.008,G8/K0III/IV,9.840599,Giant
9.0,4.23,1.37,1.274,K2III,17.131702,Dwarf
6.82,0.24,0.88,1.874,M2.5II,8.721056,Dwarf
7.27,3.34,0.62,-0.068,B9V,14.888733,Giant
8.35,3.77,1.06,0.117,A0V-A3V,16.231709,Giant
9.63,4.46,1.42,0.489,F5V,17.876675,Giant
8.43,3.46,0.7,1.121,K1III,16.125381,Dwarf
9.34,7.57,0.92,0.485,F5V,18.73548,Giant
9.15,6.56,1.17,0.36,F2/F3V,18.23452,Giant
7.73,17.99,1.04,0.527,F6/F7V,19.005156,Giant
8.06,6.17,0.97,0.489,F3/F5V,17.011425,Giant
4.67,39.11,1.38,0.531,G0V,17.63144,Giant
8.52,26.35,1.2,0.747,G8V,20.623903,Giant
9.33,3.82,1.44,0.513,F5V,17.240318,Giant
8.64,3.81,1.11,1.153,K1III,16.544624,Dwarf
7.4,4.23,0.93,0.874,G2V,15.531702,Giant
7.49,8.16,0.91,0.501,F7IV,17.04845,Giant
7.2,14.41,0.91,0.47,F5V,17.99332,Giant
8.18,1.2,1.89,0.08,A1V+...,13.575907,Giant
8.54,11.71,0.81,0.589,G0V,18.882784,Giant
9.89,16.11,1.64,0.91,K2V,20.92548,Giant
8.78,10.6,1.19,0.715,G6V,18.906528,Giant
8.3,17.79,0.91,0.579,G0V,19.55088,Giant
8.77,1.03,1.14,1.007,K0III,13.834187,Dwarf
8.09,3.44,0.94,0.154,B8/B9V,15.772792,Giant
8.4,1.44,0.91,-0.027,B9III,14.1918125,Dwarf
4.89,52.94,0.77,0.487,F5V,18.508919,Giant
8.79,5.08,1.31,0.194,A6V,17.319319,Giant
6.75,7.33,1.37,0.266,B3/B4V,16.07552,Giant
11.27,9.98,5.69,1.026,K0V,21.265652,Giant
7.88,6.53,0.94,0.328,F0V,16.954567,Giant
9.5,15.09,1.48,0.765,G2V,20.393446,Giant
9.85,7.39,2.34,0.587,F5/F6V,19.193222,Giant
8.34,7.52,0.93,0.519,F6V,17.721088,Giant
8.35,3.19,0.66,0.212,A2/A3V,15.868954,Giant
8.43,4.74,1.34,0.997,K0III,16.808891,Dwarf
9.1,0.76,1.18,1.56,M0V,13.504068,Giant
3.05,8.46,0.58,1.088,K3II+...,12.6868515,Dwarf
5.69,7.76,1.11,-0.01,B9.5Vn,15.139309,Giant
8.97,1.69,1.44,1.349,K2III,15.109434,Dwarf
6.57,3.92,0.91,0.01,A0V,14.53643,Giant
8.44,22.42,0.87,0.724,G6V,20.193176,Giant
8.89,10.87,0.81,0.563,F8V,19.071148,Giant
9.01,5.01,0.98,0.452,F2V,17.50919,Giant
9.47,5.12,2.14,0.539,F2IV/V,18.01635,Giant
9.37,14.05,3.57,0.767,K1IV/V,20.108383,Giant
7.77,0.49,1.1,0.736,B3III,11.220981,Dwarf
8.39,3.47,0.69,1.394,K3III,16.091648,Dwarf
8.38,4.71,0.7,0.098,A2V,16.745106,Giant
7.92,5.8,0.92,0.246,A9V,16.73714,Giant
7.99,4.49,0.84,1.147,G8III,16.251232,Dwarf
7.72,3.69,0.65,1.234,K2III,15.555132,Dwarf
8.45,7.04,1.17,0.486,F8V,17.687862,Giant
9.75,18.43,1.36,1.065,K2V,21.077627,Giant
8.81,8.31,0.78,0.67,G3IV,18.408005,Giant
6.5,5.12,0.8,1.246,K1III,15.0463505,Dwarf
6.88,2.76,0.86,1.61,K5III,14.084546,Dwarf
8.63,4.11,1.19,1.16,G8II/III,16.69921,Dwarf
8.12,18.7,1.13,0.629,G3/G5V,19.479206,Giant
8.75,3.61,1.13,1.48,K3/K4III,16.537537,Dwarf
9.17,1.2,1.36,0.993,K0III,14.565907,Dwarf
6.66,15.06,0.7,0.372,F3/F5IV+...,17.549126,Giant
9.16,8.83,1.7,0.726,G3/G5III,18.889805,Dwarf
8.46,4.21,0.92,0.965,K0III,16.58141,Dwarf
6.18,5.76,0.55,0.023,A0V,14.982113,Giant
8.56,4.0,0.86,1.165,K1III,16.570301,Dwarf
8.55,2.13,1.75,0.98,G8III,15.191898,Dwarf
8.19,5.37,1.09,1.355,K3III,16.83987,Dwarf
9.76,5.91,1.5,0.667,G5V,18.617939,Giant
7.88,5.66,1.33,0.219,A4IV,16.644081,Giant
9.03,2.1,0.88,0.953,G8IV,15.641096,Giant
8.36,2.6,0.98,1.171,K1III,15.434866,Dwarf
8.74,3.34,1.14,0.104,A1V,16.358732,Giant
4.55,14.31,0.92,-0.047,B9IVn,15.328198,Giant
8.4,6.62,0.75,0.335,F0IV/V,17.50429,Giant
8.49,4.53,1.14,1.175,K2III,16.77049,Dwarf
6.05,14.07,0.45,0.062,A0V,16.79147,Giant
7.81,3.9,0.73,0.965,G8III,15.765324,Dwarf
8.23,10.21,0.97,0.452,F5V,18.275127,Giant
3.19,37.99,0.75,1.16,K2IIIvar,16.088348,Dwarf
8.6,-0.69,0.97,0.1,B0.7II-III,12.794246,Dwarf
9.69,1.29,1.45,0.47,F0V,15.242949,Giant
8.4,18.05,1.17,0.632,G3V,19.682386,Giant
7.67,5.57,0.9,0.305,F0V,16.399277,Giant
7.63,8.73,0.55,0.513,F5IV,17.335072,Giant
9.11,1.76,0.83,1.378,K2III,15.3375635,Dwarf
8.72,5.36,0.72,0.346,F0V,17.365826,Giant
9.0,5.99,1.35,0.526,F7V,17.887135,Giant
8.73,21.91,1.59,0.685,G6V,20.433212,Giant
7.27,2.59,0.64,1.1,G6III,14.336498,Dwarf
6.54,5.01,0.56,-0.087,B8V,15.039188,Giant
8.0,15.43,1.92,0.588,F8/G0V,18.94183,Giant
8.86,0.65,1.2,0.534,B0.5:V:pe,12.924566,Giant
8.05,4.64,0.73,0.102,B9.5IV,16.382591,Giant
6.19,8.04,0.8,0.291,A8V,15.71628,Giant
8.85,-0.67,1.25,1.307,K2III,12.980374,Dwarf
7.69,7.45,0.94,0.108,A2V,17.050781,Giant
9.02,2.21,1.25,0.048,A0IV/V,15.741962,Giant
5.83,6.8,0.62,1.202,K1III,14.992544,Dwarf
8.02,12.51,1.14,0.596,F8/G0V,18.506287,Giant
8.84,2.9,1.21,0.143,A2IV,16.15199,Giant
7.19,3.17,0.94,-0.08,B5Vn...,14.695297,Giant
8.78,13.65,1.91,0.5,G0V,19.455664,Giant
6.65,8.15,0.83,-0.069,B8/B9V,16.205788,Giant
8.78,2.21,0.84,-0.066,B9V,15.501961,Giant
8.69,3.2,2.12,0.21,A1V,16.21575,Giant
7.95,5.36,0.7,0.042,A1V,16.595825,Giant
5.54,29.58,1.42,0.347,F0V,17.894993,Giant
9.1,4.73,1.33,0.266,A1V,17.474306,Giant
8.78,8.69,2.76,0.577,F7V,18.475098,Giant
8.39,4.5,1.11,0.152,A0V,16.656063,Giant
7.99,3.78,1.06,0.012,B9V,15.877459,Giant
6.38,23.16,0.81,0.366,F2V,18.203693,Giant
7.9,13.19,0.74,0.529,F7V,18.501225,Giant
9.23,15.02,1.67,0.584,G3V,20.11335,Giant
6.35,7.56,1.41,0.066,A2V,15.742609,Giant
7.76,2.99,0.88,1.175,K1III,15.138356,Dwarf
9.4,6.3,1.42,0.51,F8V,18.396702,Giant
8.18,3.4,1.08,0.294,A3IV,15.837395,Giant
6.09,2.96,0.63,0.051,B5V,13.446459,Giant
8.86,29.83,1.03,0.813,K1V,21.233265,Giant
5.91,23.02,0.63,1.01,G9IV,17.720528,Giant
6.01,29.46,0.78,0.402,F2/F3V,18.356163,Giant
7.61,4.53,0.86,0.968,G4III,15.8904915,Dwarf
8.97,6.73,0.87,0.513,F6V,18.110077,Giant
7.65,11.56,1.0,0.588,F9V,17.964788,Giant
7.22,3.99,0.94,0.89,G8II+...,15.224865,Dwarf
8.78,7.19,0.77,0.965,K0III/IV,18.063644,Giant
7.51,15.44,0.72,0.643,G3V,18.453236,Giant
7.36,10.85,1.13,0.495,F5Iab:,17.53715,Dwarf
9.13,1.24,1.28,1.193,K2III,14.597109,Dwarf
9.69,7.77,1.45,0.535,G0V,19.142105,Giant
8.08,3.8,0.75,1.242,K3IIICN...,15.978918,Dwarf
9.7,1.65,1.33,0.156,A2/A3III/IV,15.78742,Giant
7.44,3.61,0.92,0.988,G8III,15.227537,Dwarf
7.06,4.71,1.68,0.406,F3/F5IV,15.425104,Giant
8.71,3.94,1.13,0.475,F3/F5IV/V,16.68748,Giant
9.84,0.93,1.44,0.657,B0.5V,14.682415,Giant
6.91,3.73,0.82,1.278,K2III,14.768544,Dwarf
7.04,36.18,1.02,0.624,G2/G3V,19.832344,Giant
8.92,9.22,1.24,0.501,F3/F5V,18.743656,Giant
10.5,23.49,2.03,1.158,K3III:,22.354416,Dwarf
7.5,23.42,0.93,0.545,G8III+...,19.347935,Dwarf
10.26,2.47,1.24,0.04,A0V,17.223484,Giant
5.11,3.9,0.55,-0.17,A0V,13.065323,Giant
8.23,2.15,1.17,1.637,K1/K2V,14.892192,Giant
9.19,6.71,1.53,0.591,F8V,18.323612,Giant
6.81,21.13,0.58,0.631,G0V,18.434498,Giant
8.73,7.02,1.06,0.599,G0V,17.961685,Giant
8.99,5.67,1.3,0.943,G5III:,17.757915,Dwarf
8.31,10.98,0.71,0.396,F2V,18.513012,Giant
8.06,1.53,0.73,-0.048,B7IV/V,13.983458,Giant
9.27,14.66,1.45,0.8,K0IV/V,20.10067,Giant
8.84,10.8,1.0,0.626,G2/G3V,19.00712,Giant
8.26,15.4,1.37,0.575,F9V,19.197605,Giant
6.26,23.95,0.94,0.618,G0V,18.156527,Giant
6.44,6.9,0.84,1.101,K1/K2III/IV,15.634245,Giant
8.49,4.73,1.25,0.471,F3/F5V,16.864305,Giant
4.59,19.71,0.73,0.794,G5III-IV,16.063433,Giant
4.74,17.75,0.86,-0.027,A0Vn,15.985992,Giant
8.33,4.24,1.11,1.085,K0III,16.46683,Dwarf
8.2,2.04,1.3,1.016,G2III,14.748151,Dwarf
8.24,4.85,1.36,1.187,K1III,16.668709,Dwarf
7.8,6.36,0.67,0.122,A3V,16.817286,Giant
6.93,2.66,1.6,-0.1,B1V,14.054409,Giant
9.92,13.98,4.86,0.827,G8/K0V,20.647537,Giant
8.65,3.74,1.06,1.219,K0III,16.514359,Dwarf
9.03,2.33,1.37,0.362,A3III/IV,15.866779,Giant
8.67,0.6,1.25,1.066,K0III,12.560757,Dwarf
8.53,5.91,1.31,0.416,A9V,17.387938,Giant
7.74,2.94,0.89,0.044,B9.5V,15.081737,Giant
8.12,2.58,0.68,1.015,K0III,15.178099,Dwarf
8.29,5.25,1.09,1.051,G5III,16.890797,Dwarf
8.48,8.31,1.1,0.336,A9V,18.078005,Giant
8.15,2.74,0.83,0.011,B9.5V,15.338753,Giant
8.69,9.14,1.03,0.532,F7V,18.494732,Giant
7.86,3.39,1.04,1.572,K4/K5III,15.511,Dwarf
8.14,0.92,1.07,1.599,K5III,12.95894,Dwarf
7.26,27.99,1.88,0.61,G1V,19.495014,Giant
8.05,6.14,0.99,0.49,F3/F5V,16.99084,Giant
6.84,29.37,0.79,0.489,F7V,19.17952,Giant
9.6,9.16,1.55,0.673,G3V,19.409477,Giant
9.42,3.87,0.93,0.459,F0/F2IV/V,17.358555,Giant
8.0,10.04,1.91,0.451,F3/F5V,18.008669,Giant
9.28,26.24,1.75,0.852,G6V,21.37482,Giant
8.36,5.42,0.94,0.236,A7V,17.029995,Giant
8.48,1.59,0.86,0.04,B9V,14.486985,Giant
9.39,5.83,1.58,0.513,F5V,18.218344,Giant
9.67,10.99,1.73,0.45,G8V,19.874989,Giant
8.73,1.37,0.99,0.006,B7Vn,14.413603,Giant
7.95,12.61,1.16,0.601,G3V,18.453575,Giant
8.62,-0.91,1.26,0.422,B1IV:p...,13.415207,Giant
6.99,5.76,0.6,0.982,G8III,15.792112,Dwarf
6.83,4.52,0.78,-0.053,B8V,15.105692,Giant
7.49,3.37,0.64,0.946,G8III,15.128149,Dwarf
8.65,2.96,2.78,0.394,F5V,16.006458,Giant
3.56,6.31,0.86,-0.21,B2IV,12.560146,Giant
8.66,10.55,0.89,0.511,F5V,18.776262,Giant
8.1,2.65,1.27,1.396,K2III,15.21623,Dwarf
9.24,3.75,1.32,0.497,F5V,17.110157,Giant
5.98,1.72,0.83,0.901,CIb...,12.157642,Dwarf
9.04,10.37,1.22,0.74,G8IV,19.118893,Giant
8.72,0.22,1.08,1.578,K4III,10.432114,Dwarf
9.51,10.61,3.34,0.711,G8V,19.638577,Giant
7.89,8.28,1.93,0.441,F0V,17.48015,Giant
7.83,6.1,0.99,1.024,G6III...,16.756649,Dwarf
9.39,12.82,1.41,0.686,G3V,19.92944,Giant
8.88,14.91,1.28,0.621,G2/G3V,19.747387,Giant
8.58,6.79,1.08,0.311,F0V,17.73935,Giant
8.23,16.58,1.07,0.626,G5V,19.327923,Giant
8.75,5.12,1.46,0.704,G1V,17.29635,Giant
8.85,3.77,2.11,0.343,F0V,16.731709,Giant
7.86,0.08,0.86,-0.084,B8V,7.37545,Giant
8.84,14.57,6.13,-0.02,B8V,19.657299,Giant
6.16,6.07,0.7,-0.073,B8Vn,15.075943,Giant
6.88,23.59,0.9,0.62,G1/G2V,18.74364,Giant
8.26,4.06,1.01,1.367,K3III,16.302631,Dwarf
6.73,6.44,0.56,0.979,G9III,15.774429,Dwarf
9.19,12.53,4.34,0.645,G5V,19.679754,Giant
6.87,17.6,0.85,0.944,K1III,18.097565,Dwarf
8.7,3.87,1.13,0.154,B8V,16.638554,Giant
6.95,3.28,0.55,-0.12,B3Vn,14.529369,Giant
7.7,3.88,0.64,0.138,A3V,15.644159,Giant
8.43,4.76,1.25,1.144,K0III,16.818035,Dwarf
8.32,5.8,1.0,0.265,A5V,17.137138,Giant
8.62,-0.7,1.29,-0.079,B1:V:nn,12.8454895,Giant
8.13,9.56,0.84,0.436,F2V,18.03229,Giant
6.09,7.41,0.8,0.02,A0V,15.439091,Giant
4.93,67.19,0.73,0.534,G0V,19.066523,Giant
8.17,4.05,1.05,0.048,A0V,16.207275,Giant
8.25,2.66,1.16,0.195,B9V,15.374409,Giant
9.04,3.95,2.02,0.349,A7III,17.022985,Dwarf
9.12,6.5,1.84,0.456,F3V,18.184566,Giant
8.32,5.06,0.79,0.233,A7/A8V,16.840752,Giant
8.26,0.64,0.95,0.115,A1IV/V,12.290899,Giant
7.76,3.92,0.96,0.01,B9IV:,15.726431,Giant
7.0,2.22,0.85,0.974,G6III,13.731766,Dwarf
6.94,3.1,0.77,1.511,K2III,14.396809,Dwarf
4.07,46.74,0.87,0.511,F7V,17.418444,Giant
6.14,9.57,0.83,1.197,K2III,16.04456,Dwarf
5.17,132.4,0.6,0.704,G5Vp,20.77944,Giant
8.07,0.89,1.26,1.551,K2III,12.81695,Dwarf
6.38,27.0,0.57,0.457,F6V,18.53682,Giant
9.26,10.93,0.93,0.62,G1V,19.453102,Giant
8.69,4.37,1.73,-0.01,B9V,16.892406,Giant
8.24,4.75,1.05,0.115,A0V,16.623468,Giant
7.95,4.84,1.23,0.267,A3V,16.374226,Giant
9.05,5.47,0.79,1.171,K3III,17.739937,Dwarf
8.69,2.2,1.12,1.393,K3III,15.402113,Dwarf
8.91,8.57,1.21,0.52,F5V,18.574903,Giant
10.46,2.08,2.15,0.19,B3V,17.050316,Giant
8.6,3.02,1.07,0.975,K1III,16.000034,Dwarf
6.95,17.63,0.84,0.383,F3V,18.181261,Giant
5.99,9.79,0.92,1.034,G8III:,15.943913,Dwarf
7.03,15.26,0.57,0.431,F5V,17.947773,Giant
7.89,11.6,1.1,0.529,F7V,18.21229,Giant
9.53,2.71,1.28,1.387,K2V:,16.694847,Giant
7.49,2.39,0.98,1.347,K2IIICN...,14.3819895,Dwarf
9.46,8.86,1.06,0.563,F7V,19.197168,Giant
6.53,28.67,0.55,0.891,K1V,18.817139,Giant
8.4,5.51,1.24,0.446,F2IV,17.105759,Giant
8.92,4.91,0.88,0.521,F7V,17.375408,Giant
7.45,8.63,0.6,0.364,F0IV,17.130054,Giant
7.72,11.33,0.62,0.473,F3V,17.99115,Giant
6.45,4.97,0.51,1.321,K2III,14.931781,Dwarf
8.19,10.14,0.81,0.48,F6V,18.220188,Giant
8.13,4.36,0.75,1.003,G8III,16.327433,Dwarf
8.74,10.07,1.02,0.649,G3/G5V,18.755146,Giant
3.73,14.68,1.01,-0.082,B9Vn,14.563631,Giant
8.68,3.65,1.44,0.333,A7/A8V,16.491465,Giant
10.95,7.59,2.75,0.305,O9V,20.351208,Giant
6.77,4.36,0.49,-0.05,B9V,14.967432,Giant
5.51,3.28,0.6,-0.163,B2/B3V,13.08937,Giant
6.34,16.12,0.68,0.306,F0IV-V,17.376825,Giant
7.91,11.83,0.97,0.46,F6V,18.274923,Giant
9.56,6.83,1.52,0.425,F2V,18.732105,Giant
7.75,5.44,1.22,1.185,K2III,16.427994,Dwarf
7.52,3.49,0.88,0.056,A0/A1V,15.234127,Giant
8.67,54.57,3.21,1.285,M0V:p...,22.35477,Giant
5.98,24.21,0.74,0.52,F7V,17.899975,Giant
9.16,1.56,1.39,1.073,G8III,15.125623,Dwarf
6.73,5.94,0.72,0.098,A1V,15.598932,Giant
5.84,35.65,0.92,0.476,F5V,18.600298,Giant
8.19,5.96,0.68,0.197,A5V,17.06623,Giant
8.87,21.07,0.91,0.809,K0V,20.488323,Giant
8.3,2.28,1.25,0.665,A1II/III,15.089674,Dwarf
9.49,0.95,1.91,0.11,B9/B9.5IV,14.378618,Giant
7.68,1.84,0.57,-0.054,B3/B4IV,14.004089,Giant
6.23,2.38,0.97,2.088,M2SIab,13.1128845,Dwarf
6.6,205.22,0.81,1.326,K8V,23.161098,Giant
8.25,4.65,0.84,1.236,K2III,16.587265,Dwarf
7.95,1.69,1.09,1.337,G8III/IV,14.089434,Giant
7.81,4.12,1.02,0.078,B9.5V,15.884485,Giant
7.55,20.54,1.09,0.621,G2V,19.113003,Giant
9.2,1.67,1.03,0.056,A0V,15.313581,Giant
8.03,10.25,0.63,0.451,F3V,18.083618,Giant
6.44,4.12,0.94,-0.162,B3V,14.514486,Giant
9.42,5.71,1.4,0.351,F0V,18.20318,Giant
5.76,4.02,0.8,1.499,M0III,13.781131,Dwarf
6.76,6.01,0.74,0.13,A3V,15.654373,Giant
7.93,14.15,1.45,0.775,G8V,18.683783,Giant
8.82,5.35,0.78,0.24,A3V,17.46177,Giant
7.76,-1.34,1.73,0.99,G8III,13.395524,Dwarf
8.86,22.34,1.07,0.91,K1V,20.605415,Giant
6.15,8.06,0.54,0.088,A2V,15.681675,Giant
8.76,10.54,1.23,0.485,F5V,18.874203,Giant
8.36,3.0,0.77,1.129,K2III,15.745605,Dwarf
6.53,6.8,0.62,0.057,A1V,15.692545,Giant
9.16,7.03,0.77,0.806,G8V,18.394775,Giant
9.33,5.29,1.54,0.349,F2V,17.947277,Giant
5.71,11.79,1.21,0.848,G8/K0III+..,16.06757,Dwarf
8.79,4.89,1.88,0.58,G5III,17.236546,Dwarf
7.8,2.77,0.99,1.208,K2III,15.0124,Dwarf
10.37,336.48,1.82,1.51,M3.5Ve,28.004795,Giant
5.01,12.14,1.17,0.222,A9IV,15.431094,Giant
8.23,2.4,0.7,1.264,K2III,15.131056,Dwarf
10.5,28.27,3.17,1.358,M0V,22.75663,Giant
7.06,3.76,0.88,-0.036,B3V,14.93594,Giant
8.08,1.9,1.02,0.997,G9III-IV,14.473768,Giant
9.39,15.82,1.44,0.908,K2V,20.386032,Giant
9.83,11.69,1.51,0.65,F3V,20.169071,Giant
5.03,5.31,1.8,1.152,K2III,13.655474,Dwarf
9.04,1.14,1.31,0.973,G6IV,14.324524,Giant
5.67,8.0,0.5,0.836,K2/K3III+..,15.18545,Dwarf
8.41,4.59,1.49,0.207,A1IV,16.719063,Giant
7.81,2.27,0.92,-0.036,B9V,14.590129,Giant
9.11,5.21,1.03,0.647,G2V,17.694187,Giant
8.83,10.43,0.94,0.692,G3V,18.921421,Giant
8.05,4.11,1.14,0.497,F3V,16.11921,Giant
6.36,7.96,0.71,-0.04,B9Vn...,15.864565,Giant
5.86,12.13,0.83,0.295,F0Vn,16.279305,Giant
7.12,1.65,0.62,-0.015,B9IV,13.20742,Giant
7.7,1.44,0.92,0.019,B4/B5III/IV,13.491812,Giant
8.8,9.96,1.03,0.556,F8V,18.791298,Giant
9.34,6.4,1.01,0.941,G8IV,18.3709,Giant
8.65,1.8,1.03,0.091,A2V,14.926362,Giant
8.78,1.28,1.27,1.084,G8IV+...,14.31605,Giant
6.24,12.74,0.53,0.1,A2II-III,16.765846,Dwarf
10.61,47.05,1.88,1.34,M2V,23.972797,Giant
